method,K,p1,p2,p3,p4,p5,p6,n_trials,T_max,asc_confidence,delta,epsilon,seed,include_final_wasteful,d_hat,lower_bound,empirical_mean,empirical_sem,n_valid,n_hit_cap,tilde_gap
ASC,5,0.34736842105263155,0.16315789473684209,0.16315789473684209,0.16315789473684209,0.16315789473684209,0.0,1000,4096,0.95,0.1,0.0,0,True,10.233,2.4884790272113824,11.164,0.7160823122224693,1000,0,0.36082474226804123
PPR-1v1,5,0.34736842105263155,0.16315789473684209,0.16315789473684209,0.16315789473684209,0.16315789473684209,0.0,1000,4096,0.95,0.1,0.0,0,True,38.778,2.5497827616528874,11.079,0.7870286990784854,1000,0,0.36082474226804123
ASC,5,0.38105263157894737,0.15473684210526314,0.15473684210526314,0.15473684210526314,0.15473684210526314,0.0,1000,4096,0.95,0.1,0.0,0,True,8.96,1.7598884222609226,7.142,0.4518783354289404,1000,0,0.4223968565815325
PPR-1v1,5,0.38105263157894737,0.15473684210526314,0.15473684210526314,0.15473684210526314,0.15473684210526314,0.0,1000,4096,0.95,0.1,0.0,0,True,32.013,1.7942939188927576,8.099,0.5105701527516869,1000,0,0.4223968565815325
ASC,5,0.4147368421052632,0.14631578947368423,0.14631578947368423,0.14631578947368423,0.14631578947368423,0.0,1000,4096,0.95,0.1,0.0,0,True,8.113,1.2972212410022534,6.173,0.34806352756245407,1000,0,0.47842401500938075
PPR-1v1,5,0.4147368421052632,0.14631578947368423,0.14631578947368423,0.14631578947368423,0.14631578947368423,0.0,1000,4096,0.95,0.1,0.0,0,True,27.697,1.3143224521062458,6.273,0.38024341684775564,1000,0,0.47842401500938075
ASC,5,0.44842105263157894,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.0,1000,4096,0.95,0.1,0.0,0,True,7.347,0.980295808937374,5.395,0.2749701503501491,1000,0,0.5296229802513465
PPR-1v1,5,0.44842105263157894,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.13789473684210526,0.0,1000,4096,0.95,0.1,0.0,0,True,24.378,0.9902912160873093,5.798,0.371932157159783,1000,0,0.5296229802513465
ASC,5,0.48210526315789476,0.12947368421052635,0.12947368421052635,0.12947368421052635,0.12947368421052635,0.0,1000,4096,0.95,0.1,0.0,0,True,6.87,0.7553931272618393,4.199,0.1999284131142204,1000,0,0.576592082616179
PPR-1v1,5,0.48210526315789476,0.12947368421052635,0.12947368421052635,0.12947368421052635,0.12947368421052635,0.0,1000,4096,0.95,0.1,0.0,0,True,21.914,0.7615848378946932,4.484,0.23891593673261904,1000,0,0.576592082616179
ASC,5,0.5157894736842105,0.12105263157894734,0.12105263157894734,0.12105263157894734,0.12105263157894734,0.0,1000,4096,0.95,0.1,0.0,0,True,6.46,0.5905685464707321,4.133,0.2034175255224822,1000,0,0.6198347107438017
PPR-1v1,5,0.5157894736842105,0.12105263157894734,0.12105263157894734,0.12105263157894734,0.12105263157894734,0.0,1000,4096,0.95,0.1,0.0,0,True,20.323,0.5945577292549721,4.125,0.21462394656337497,1000,0,0.6198347107438017
ASC,5,0.5494736842105263,0.11263157894736842,0.11263157894736842,0.11263157894736842,0.11263157894736842,0.0,1000,4096,0.95,0.1,0.0,0,True,6.161,0.466889632180689,3.514,0.15665358069429614,1000,0,0.6597774244833068
PPR-1v1,5,0.5494736842105263,0.11263157894736842,0.11263157894736842,0.11263157894736842,0.11263157894736842,0.0,1000,4096,0.95,0.1,0.0,0,True,18.689,0.4692331222127834,3.496,0.17986198690755736,1000,0,0.6597774244833068
ASC,5,0.5831578947368422,0.10421052631578949,0.10421052631578949,0.10421052631578949,0.10421052631578949,0.0,1000,4096,0.95,0.1,0.0,0,True,5.986,0.3718382040097979,2.882,0.1208001186616498,1000,0,0.6967840735068912
PPR-1v1,5,0.5831578947368422,0.10421052631578949,0.10421052631578949,0.10421052631578949,0.10421052631578949,0.0,1000,4096,0.95,0.1,0.0,0,True,17.594,0.37311061217701,2.964,0.14100562608132552,1000,0,0.6967840735068912
ASC,5,0.6168421052631579,0.09578947368421054,0.09578947368421054,0.09578947368421054,0.09578947368421054,0.0,1000,4096,0.95,0.1,0.0,0,True,5.69,0.29713041772323756,2.695,0.1108253457348871,1000,0,0.7311669128508125
PPR-1v1,5,0.6168421052631579,0.09578947368421054,0.09578947368421054,0.09578947368421054,0.09578947368421054,0.0,1000,4096,0.95,0.1,0.0,0,True,16.333,0.29803149548319813,2.829,0.1357946950333451,1000,0,0.7311669128508125
ASC,5,0.6505263157894737,0.0873684210526316,0.0873684210526316,0.0873684210526316,0.0873684210526316,0.0,1000,4096,0.95,0.1,0.0,0,True,5.514,0.23797081712388019,2.402,0.09189581514324165,1000,0,0.7631954350927246
PPR-1v1,5,0.6505263157894737,0.0873684210526316,0.0873684210526316,0.0873684210526316,0.0873684210526316,0.0,1000,4096,0.95,0.1,0.0,0,True,15.418,0.23848410080722973,2.554,0.12064675561174298,1000,0,0.7631954350927246
ASC,5,0.6842105263157895,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,1000,4096,0.95,0.1,0.0,0,True,5.359,0.19035398211225804,2.006,0.06711533705844343,1000,0,0.7931034482758621
PPR-1v1,5,0.6842105263157895,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,1000,4096,0.95,0.1,0.0,0,True,14.506,0.19063544965353227,2.225,0.09954036007209982,1000,0,0.7931034482758621
ASC,5,0.7178947368421054,0.0705263157894737,0.0705263157894737,0.0705263157894737,0.0705263157894737,0.0,1000,4096,0.95,0.1,0.0,0,True,5.164,0.1515883204405002,1.954,0.06946012315500677,1000,0,0.82109479305741
PPR-1v1,5,0.7178947368421054,0.0705263157894737,0.0705263157894737,0.0705263157894737,0.0705263157894737,0.0,1000,4096,0.95,0.1,0.0,0,True,13.899,0.1517535698423748,2.157,0.09209143191324495,1000,0,0.82109479305741
ASC,5,0.751578947368421,0.062105263157894754,0.062105263157894754,0.062105263157894754,0.062105263157894754,0.0,1000,4096,0.95,0.1,0.0,0,True,5.002,0.11975698578188007,1.975,0.06564056431570103,1000,0,0.8473479948253557
PPR-1v1,5,0.751578947368421,0.062105263157894754,0.062105263157894754,0.062105263157894754,0.062105263157894754,0.0,1000,4096,0.95,0.1,0.0,0,True,13.188,0.11984946633014823,1.891,0.07557003261763112,1000,0,0.8473479948253557
ASC,5,0.7852631578947369,0.053684210526315806,0.053684210526315806,0.053684210526315806,0.053684210526315806,0.0,1000,4096,0.95,0.1,0.0,0,True,4.825,0.09340067136888217,1.687,0.05059239656895679,1000,0,0.8720200752823086
PPR-1v1,5,0.7852631578947369,0.053684210526315806,0.053684210526315806,0.053684210526315806,0.053684210526315806,0.0,1000,4096,0.95,0.1,0.0,0,True,12.38,0.09344802973364247,1.742,0.06832352526109951,1000,0,0.8720200752823086
ASC,5,0.8189473684210524,0.045263157894736845,0.045263157894736845,0.045263157894736845,0.045263157894736845,0.0,1000,4096,0.95,0.1,0.0,0,True,4.688,0.07141411152181854,1.622,0.0503751293164956,1000,0,0.8952496954933008
PPR-1v1,5,0.8189473684210524,0.045263157894736845,0.045263157894736845,0.045263157894736845,0.045263157894736845,0.0,1000,4096,0.95,0.1,0.0,0,True,11.896,0.0714373152769935,1.556,0.05031297442405284,1000,0,0.8952496954933008
ASC,5,0.8526315789473684,0.0368421052631579,0.0368421052631579,0.0368421052631579,0.0368421052631579,0.0,1000,4096,0.95,0.1,0.0,0,True,4.576,0.05295761412372209,1.355,0.03452777385188867,1000,0,0.9171597633136095
PPR-1v1,5,0.8526315789473684,0.0368421052631579,0.0368421052631579,0.0368421052631579,0.0368421052631579,0.0,1000,4096,0.95,0.1,0.0,0,True,11.274,0.05296694543866586,1.504,0.057089782301592666,1000,0,0.9171597633136095
ASC,5,0.8863157894736844,0.028421052631578955,0.028421052631578955,0.028421052631578955,0.028421052631578955,0.0,1000,4096,0.95,0.1,0.0,0,True,4.484,0.03737524833549443,1.289,0.02983905778286857,1000,0,0.9378596087456847
PPR-1v1,5,0.8863157894736844,0.028421052631578955,0.028421052631578955,0.028421052631578955,0.028421052631578955,0.0,1000,4096,0.95,0.1,0.0,0,True,10.908,0.037378138524871235,1.455,0.04682058486571016,1000,0,0.9378596087456847
ASC,5,0.92,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.0,1000,4096,0.95,0.1,0.0,0,True,4.322,0.024153892992009995,1.228,0.026357365397753824,1000,0,0.9574468085106382
PPR-1v1,5,0.92,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.0,1000,4096,0.95,0.1,0.0,0,True,10.319,0.02415458937197569,1.22,0.029367711222743637,1000,0,0.9574468085106382
ASC,6,0.25,0.15,0.15,0.15,0.15,0.15,1000,4096,0.95,0.1,0.0,0,True,14.716,5.795621861853792,24.3,2.075868789502658,1000,0,0.25000000000000006
PPR-1v1,6,0.25,0.15,0.15,0.15,0.15,0.15,1000,4096,0.95,0.1,0.0,0,True,61.779,5.999998900581308,18.516,1.624996109643453,1000,0,0.25000000000000006
ASC,6,0.2850877192982456,0.14298245614035088,0.14298245614035088,0.14298245614035088,0.14298245614035088,0.14298245614035088,1000,4096,0.95,0.1,0.0,0,True,11.535,3.451503632828979,14.933,1.0677361900636184,1000,0,0.33196721311475413
PPR-1v1,6,0.2850877192982456,0.14298245614035088,0.14298245614035088,0.14298245614035088,0.14298245614035088,0.14298245614035088,1000,4096,0.95,0.1,0.0,0,True,45.173,3.529338407367708,14.406,1.1258439894979626,1000,0,0.33196721311475413
ASC,6,0.3201754385964913,0.1359649122807018,0.1359649122807018,0.1359649122807018,0.1359649122807018,0.1359649122807018,1000,4096,0.95,0.1,0.0,0,True,9.657,2.2666061364572117,11.098,0.7087388141669022,1000,0,0.4038461538461538
PPR-1v1,6,0.3201754385964913,0.1359649122807018,0.1359649122807018,0.1359649122807018,0.1359649122807018,0.1359649122807018,1000,4096,0.95,0.1,0.0,0,True,36.311,2.3052829131260224,11.169,0.814709881608902,1000,0,0.4038461538461538
ASC,6,0.3552631578947369,0.12894736842105264,0.12894736842105264,0.12894736842105264,0.12894736842105264,0.12894736842105264,1000,4096,0.95,0.1,0.0,0,True,8.677,1.585615065275664,8.075,0.4491849754189717,1000,0,0.4673913043478261
PPR-1v1,6,0.3552631578947369,0.12894736842105264,0.12894736842105264,0.12894736842105264,0.12894736842105264,0.12894736842105264,1000,4096,0.95,0.1,0.0,0,True,30.513,1.6037868212040438,7.867,0.4813928230146873,1000,0,0.4673913043478261
ASC,6,0.39035087719298234,0.12192982456140349,0.12192982456140349,0.12192982456140349,0.12192982456140349,0.12192982456140349,1000,4096,0.95,0.1,0.0,0,True,7.796,1.153807310900811,6.074,0.3132517368677318,1000,0,0.523972602739726
PPR-1v1,6,0.39035087719298234,0.12192982456140349,0.12192982456140349,0.12192982456140349,0.12192982456140349,0.12192982456140349,1000,4096,0.95,0.1,0.0,0,True,26.734,1.163692386718615,6.423,0.3928720140445479,1000,0,0.523972602739726
ASC,6,0.42543859649122806,0.1149122807017544,0.1149122807017544,0.1149122807017544,0.1149122807017544,0.1149122807017544,1000,4096,0.95,0.1,0.0,0,True,7.216,0.8646480231941432,5.12,0.24880012359623438,1000,0,0.5746753246753247
PPR-1v1,6,0.42543859649122806,0.1149122807017544,0.1149122807017544,0.1149122807017544,0.1149122807017544,0.1149122807017544,1000,4096,0.95,0.1,0.0,0,True,23.848,0.8698235000259974,5.33,0.2878923096957993,1000,0,0.5746753246753247
ASC,6,0.4605263157894737,0.10789473684210527,0.10789473684210527,0.10789473684210527,0.10789473684210527,0.10789473684210527,1000,4096,0.95,0.1,0.0,0,True,6.804,0.6612820515744288,4.029,0.17361538325073994,1000,0,0.6203703703703705
PPR-1v1,6,0.4605263157894737,0.10789473684210527,0.10789473684210527,0.10789473684210527,0.10789473684210527,0.10789473684210527,1000,4096,0.95,0.1,0.0,0,True,21.582,0.6643921890053437,4.45,0.23388501919148694,1000,0,0.6203703703703705
ASC,6,0.49561403508771934,0.10087719298245615,0.10087719298245615,0.10087719298245615,0.10087719298245615,0.10087719298245615,1000,4096,0.95,0.1,0.0,0,True,6.402,0.5137579821306711,3.831,0.17415731328247394,1000,0,0.6617647058823529
PPR-1v1,6,0.49561403508771934,0.10087719298245615,0.10087719298245615,0.10087719298245615,0.10087719298245615,0.10087719298245615,1000,4096,0.95,0.1,0.0,0,True,20.078,0.5156341940545079,3.863,0.19050071265357912,1000,0,0.6617647058823529
ASC,6,0.530701754385965,0.09385964912280705,0.09385964912280705,0.09385964912280705,0.09385964912280705,0.09385964912280705,1000,4096,0.95,0.1,0.0,0,True,6.13,0.4037268524679263,3.416,0.14817185596090404,1000,0,0.6994382022471909
PPR-1v1,6,0.530701754385965,0.09385964912280705,0.09385964912280705,0.09385964912280705,0.09385964912280705,0.09385964912280705,1000,4096,0.95,0.1,0.0,0,True,18.558,0.40485909629950323,3.598,0.17851684588369882,1000,0,0.6994382022471909
ASC,6,0.5657894736842107,0.0868421052631579,0.0868421052631579,0.0868421052631579,0.0868421052631579,0.0868421052631579,1000,4096,0.95,0.1,0.0,0,True,5.785,0.3197168751644424,2.971,0.11234224396806297,1000,0,0.7338709677419355
PPR-1v1,6,0.5657894736842107,0.0868421052631579,0.0868421052631579,0.0868421052631579,0.0868421052631579,0.0868421052631579,1000,4096,0.95,0.1,0.0,0,True,17.194,0.32047022190197094,3.16,0.14931408069801957,1000,0,0.7338709677419355
ASC,6,0.6008771929824561,0.07982456140350878,0.07982456140350878,0.07982456140350878,0.07982456140350878,0.07982456140350878,1000,4096,0.95,0.1,0.0,0,True,5.692,0.2545622983562194,2.659,0.10838111212506295,1000,0,0.7654639175257731
PPR-1v1,6,0.6008771929824561,0.07982456140350878,0.07982456140350878,0.07982456140350878,0.07982456140350878,0.07982456140350878,1000,4096,0.95,0.1,0.0,0,True,16.568,0.25495834113361804,2.765,0.12512166251465184,1000,0,0.7654639175257731
ASC,6,0.6359649122807017,0.07280701754385965,0.07280701754385965,0.07280701754385965,0.07280701754385965,0.07280701754385965,1000,4096,0.95,0.1,0.0,0,True,5.443,0.20302515359476242,2.43,0.08883125008121294,1000,0,0.7945544554455446
PPR-1v1,6,0.6359649122807017,0.07280701754385965,0.07280701754385965,0.07280701754385965,0.07280701754385965,0.07280701754385965,1000,4096,0.95,0.1,0.0,0,True,15.535,0.20328714054656133,2.522,0.11475488958944052,1000,0,0.7945544554455446
ASC,6,0.6710526315789475,0.06578947368421054,0.06578947368421054,0.06578947368421054,0.06578947368421054,0.06578947368421054,1000,4096,0.95,0.1,0.0,0,True,5.323,0.16183891804938946,2.16,0.07642146452561767,1000,0,0.8214285714285714
PPR-1v1,6,0.6710526315789475,0.06578947368421054,0.06578947368421054,0.06578947368421054,0.06578947368421054,0.06578947368421054,1000,4096,0.95,0.1,0.0,0,True,14.83,0.16197783438301958,2.224,0.08945292519434915,1000,0,0.8214285714285714
ASC,6,0.7061403508771931,0.05877192982456141,0.05877192982456141,0.05877192982456141,0.05877192982456141,0.05877192982456141,1000,4096,0.95,0.1,0.0,0,True,5.133,0.12848627451666988,1.986,0.06976152715265536,1000,0,0.8463302752293579
PPR-1v1,6,0.7061403508771931,0.05877192982456141,0.05877192982456141,0.05877192982456141,0.05877192982456141,0.05877192982456141,1000,4096,0.95,0.1,0.0,0,True,14.029,0.1285663787103189,1.879,0.06966499990821942,1000,0,0.8463302752293579
ASC,6,0.7412280701754385,0.05175438596491228,0.05175438596491228,0.05175438596491228,0.05175438596491228,0.05175438596491228,1000,4096,0.95,0.1,0.0,0,True,5.019,0.10122487394508366,1.833,0.062104492333227936,1000,0,0.8694690265486725
PPR-1v1,6,0.7412280701754385,0.05175438596491228,0.05175438596491228,0.05175438596491228,0.05175438596491228,0.05175438596491228,1000,4096,0.95,0.1,0.0,0,True,13.62,0.10126925332190186,1.821,0.07245832739726475,1000,0,0.8694690265486725
ASC,6,0.7763157894736842,0.044736842105263165,0.044736842105263165,0.044736842105263165,0.044736842105263165,0.044736842105263165,1000,4096,0.95,0.1,0.0,0,True,4.871,0.07874890902698231,1.641,0.04796268778352001,1000,0,0.891025641025641
PPR-1v1,6,0.7763157894736842,0.044736842105263165,0.044736842105263165,0.044736842105263165,0.044736842105263165,0.044736842105263165,1000,4096,0.95,0.1,0.0,0,True,12.877,0.0787708815905571,1.648,0.06087529713933068,1000,0,0.891025641025641
ASC,6,0.8114035087719298,0.03771929824561404,0.03771929824561404,0.03771929824561404,0.03771929824561404,0.03771929824561404,1000,4096,0.95,0.1,0.0,0,True,4.744,0.06007365270169484,1.486,0.03928545974463513,1000,0,0.9111570247933884
PPR-1v1,6,0.8114035087719298,0.03771929824561404,0.03771929824561404,0.03771929824561404,0.03771929824561404,0.03771929824561404,1000,4096,0.95,0.1,0.0,0,True,12.342,0.06008457436849092,1.669,0.057242604026334395,1000,0,0.9111570247933884
ASC,6,0.8464912280701755,0.030701754385964918,0.030701754385964918,0.030701754385964918,0.030701754385964918,0.030701754385964918,1000,4096,0.95,0.1,0.0,0,True,4.555,0.044454782696696456,1.461,0.040125915429919966,1000,0,0.9299999999999999
PPR-1v1,6,0.8464912280701755,0.030701754385964918,0.030701754385964918,0.030701754385964918,0.030701754385964918,0.030701754385964918,1000,4096,0.95,0.1,0.0,0,True,11.883,0.044459301353585404,1.455,0.0503439123381319,1000,0,0.9299999999999999
ASC,6,0.8815789473684212,0.023684210526315797,0.023684210526315797,0.023684210526315797,0.023684210526315797,0.023684210526315797,1000,4096,0.95,0.1,0.0,0,True,4.433,0.031314309713280926,1.365,0.03612589210081988,1000,0,0.9476744186046512
PPR-1v1,6,0.8815789473684212,0.023684210526315797,0.023684210526315797,0.023684210526315797,0.023684210526315797,0.023684210526315797,1000,4096,0.95,0.1,0.0,0,True,11.388,0.03131581357016317,1.403,0.04613805067099952,1000,0,0.9476744186046512
ASC,6,0.916666666666667,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,1000,4096,0.95,0.1,0.0,0,True,4.329,0.020201682837816533,1.242,0.02864011620535532,1000,0,0.9642857142857142
PPR-1v1,6,0.916666666666667,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,1000,4096,0.95,0.1,0.0,0,True,10.792,0.02020202020201921,1.286,0.03759810656958163,1000,0,0.9642857142857142
